,,,,name_handle,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,417.1k,1 741.2,#32
417.1k,,drop,,#VALUE!,,1 post reach,citation index,Орда238 221 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 741.2,#32,238 221
1 741.2,,drop,,#VALUE!,,citation index,Орда238 221 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#32,238 221,153.3k
#32,,drop,,#VALUE!,,Орда238 221 subscribersPolitics,subscribers,1 post reach
Орда238 221 subscribersPolitics,https://tgstat.ru/en/channel/@orda_mordora/stat,https://tgstat.ru/en/channel/,orda_mordora/stat,orda_mordora,stat,238 221,153.3k,1 717.9
238 221,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,153.3k,1 717.9,#33
153.3k,,drop,,#VALUE!,,1 post reach,citation index,Образ будущего136 588 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 717.9,#33,136 588
1 717.9,,drop,,#VALUE!,,citation index,Образ будущего136 588 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#33,136 588,84.6k
#33,,drop,,#VALUE!,,Образ будущего136 588 subscribersPolitics,subscribers,1 post reach
Образ будущего136 588 subscribersPolitics,https://tgstat.ru/en/channel/@obrazbuduschego2/stat,https://tgstat.ru/en/channel/,obrazbuduschego2/stat,obrazbuduschego2,stat,136 588,84.6k,1 700.1
136 588,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,84.6k,1 700.1,#34
84.6k,,drop,,#VALUE!,,1 post reach,citation index,Бойлерная218 816 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 700.1,#34,218 816
1 700.1,,drop,,#VALUE!,,citation index,Бойлерная218 816 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#34,218 816,47.2k
#34,,drop,,#VALUE!,,Бойлерная218 816 subscribersPolitics,subscribers,1 post reach
Бойлерная218 816 subscribersPolitics,https://tgstat.ru/en/channel/@boilerroomchannel/stat,https://tgstat.ru/en/channel/,boilerroomchannel/stat,boilerroomchannel,stat,218 816,47.2k,1 698.2
218 816,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,47.2k,1 698.2,#35
47.2k,,drop,,#VALUE!,,1 post reach,citation index,Медиатехнолог134 141 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 698.2,#35,134 141
1 698.2,,drop,,#VALUE!,,citation index,Медиатехнолог134 141 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#35,134 141,39k
#35,,drop,,#VALUE!,,Медиатехнолог134 141 subscribersPolitics,subscribers,1 post reach
Медиатехнолог134 141 subscribersPolitics,https://tgstat.ru/en/channel/@mediatech/stat,https://tgstat.ru/en/channel/,mediatech/stat,mediatech,stat,134 141,39k,1 681.3
134 141,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,39k,1 681.3,#36
39k,,drop,,#VALUE!,,1 post reach,citation index,МИД России 🇷🇺114 485 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 681.3,#36,114 485
1 681.3,,drop,,#VALUE!,,citation index,МИД России 🇷🇺114 485 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#36,114 485,36.3k
#36,,drop,,#VALUE!,,МИД России 🇷🇺114 485 subscribersPolitics,subscribers,1 post reach
МИД России 🇷🇺114 485 subscribersPolitics,https://tgstat.ru/en/channel/@MID_Russia/stat,https://tgstat.ru/en/channel/,MID_Russia/stat,MID_Russia,stat,114 485,36.3k,1 664.3
114 485,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,36.3k,1 664.3,#37
36.3k,,drop,,#VALUE!,,1 post reach,citation index,Димитриев125 536 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 664.3,#37,125 536
1 664.3,,drop,,#VALUE!,,citation index,Димитриев125 536 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#37,125 536,110.1k
#37,,drop,,#VALUE!,,Димитриев125 536 subscribersPolitics,subscribers,1 post reach
Димитриев125 536 subscribersPolitics,https://tgstat.ru/en/channel/@russ_orientalist/stat,https://tgstat.ru/en/channel/,russ_orientalist/stat,russ_orientalist,stat,125 536,110.1k,1 610.9
125 536,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,110.1k,1 610.9,#38
110.1k,,drop,,#VALUE!,,1 post reach,citation index,ВЫ СЛУШАЛИ МАЯК21 127 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 610.9,#38,21 127
1 610.9,,drop,,#VALUE!,,citation index,ВЫ СЛУШАЛИ МАЯК21 127 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#38,21 127,28.3k
#38,,drop,,#VALUE!,,ВЫ СЛУШАЛИ МАЯК21 127 subscribersPolitics,subscribers,1 post reach
ВЫ СЛУШАЛИ МАЯК21 127 subscribersPolitics,https://tgstat.ru/en/channel/@youlistenedmayak/stat,https://tgstat.ru/en/channel/,youlistenedmayak/stat,youlistenedmayak,stat,21 127,28.3k,1 560.6
21 127,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,28.3k,1 560.6,#39
28.3k,,drop,,#VALUE!,,1 post reach,citation index,Кремлёвский безБашенник71 044 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 560.6,#39,71 044
1 560.6,,drop,,#VALUE!,,citation index,Кремлёвский безБашенник71 044 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#39,71 044,12.7k
#39,,drop,,#VALUE!,,Кремлёвский безБашенник71 044 subscribersPolitics,subscribers,1 post reach
Кремлёвский безБашенник71 044 subscribersPolitics,https://tgstat.ru/en/channel/@kremlebezBashennik/stat,https://tgstat.ru/en/channel/,kremlebezBashennik/stat,kremlebezBashennik,stat,71 044,12.7k,1 519.2
71 044,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,12.7k,1 519.2,#40
12.7k,,drop,,#VALUE!,,1 post reach,citation index,RIA_Kremlinpool46 553 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 519.2,#40,46 553
1 519.2,,drop,,#VALUE!,,citation index,RIA_Kremlinpool46 553 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#40,46 553,47.4k
#40,,drop,,#VALUE!,,RIA_Kremlinpool46 553 subscribersPolitics,subscribers,1 post reach
RIA_Kremlinpool46 553 subscribersPolitics,https://tgstat.ru/en/channel/@RIAKremlinpool/stat,https://tgstat.ru/en/channel/,RIAKremlinpool/stat,RIAKremlinpool,stat,46 553,47.4k,1 492.1
46 553,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,47.4k,1 492.1,#41
47.4k,,drop,,#VALUE!,,1 post reach,citation index,Кремлёвский мамковед218 045 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 492.1,#41,218 045
1 492.1,,drop,,#VALUE!,,citation index,Кремлёвский мамковед218 045 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#41,218 045,30k
#41,,drop,,#VALUE!,,Кремлёвский мамковед218 045 subscribersPolitics,subscribers,1 post reach
Кремлёвский мамковед218 045 subscribersPolitics,https://tgstat.ru/en/channel/@kremlin_mother_expert/stat,https://tgstat.ru/en/channel/,kremlin_mother_expert/stat,kremlin_mother_expert,stat,218 045,30k,1 481.3
218 045,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,30k,1 481.3,#42
30k,,drop,,#VALUE!,,1 post reach,citation index,Толкователь91 179 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 481.3,#42,91 179
1 481.3,,drop,,#VALUE!,,citation index,Толкователь91 179 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#42,91 179,35.9k
#42,,drop,,#VALUE!,,Толкователь91 179 subscribersPolitics,subscribers,1 post reach
Толкователь91 179 subscribersPolitics,https://tgstat.ru/en/channel/@tolk_tolk/stat,https://tgstat.ru/en/channel/,tolk_tolk/stat,tolk_tolk,stat,91 179,35.9k,1 466.2
91 179,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,35.9k,1 466.2,#43
35.9k,,drop,,#VALUE!,,1 post reach,citation index,Скабеева173 117 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 466.2,#43,173 117
1 466.2,,drop,,#VALUE!,,citation index,Скабеева173 117 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#43,173 117,92.4k
#43,,drop,,#VALUE!,,Скабеева173 117 subscribersPolitics,subscribers,1 post reach
Скабеева173 117 subscribersPolitics,https://tgstat.ru/en/channel/@skabeeva/stat,https://tgstat.ru/en/channel/,skabeeva/stat,skabeeva,stat,173 117,92.4k,1 463.3
173 117,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,92.4k,1 463.3,#44
92.4k,,drop,,#VALUE!,,1 post reach,citation index,Голос Мордора184 481 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 463.3,#44,184 481
1 463.3,,drop,,#VALUE!,,citation index,Голос Мордора184 481 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#44,184 481,89.6k
#44,,drop,,#VALUE!,,Голос Мордора184 481 subscribersPolitics,subscribers,1 post reach
Голос Мордора184 481 subscribersPolitics,https://tgstat.ru/en/channel/@golosmordora/stat,https://tgstat.ru/en/channel/,golosmordora/stat,golosmordora,stat,184 481,89.6k,1 438.7
184 481,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,89.6k,1 438.7,#45
89.6k,,drop,,#VALUE!,,1 post reach,citation index,ZАПИСКИ VЕТЕРАНА292 137 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 438.7,#45,292 137
1 438.7,,drop,,#VALUE!,,citation index,ZАПИСКИ VЕТЕРАНА292 137 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#45,292 137,217k
#45,,drop,,#VALUE!,,ZАПИСКИ VЕТЕРАНА292 137 subscribersPolitics,subscribers,1 post reach
ZАПИСКИ VЕТЕРАНА292 137 subscribersPolitics,https://tgstat.ru/en/channel/@notes_veterans/stat,https://tgstat.ru/en/channel/,notes_veterans/stat,notes_veterans,stat,292 137,217k,1 432.6
292 137,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,217k,1 432.6,#46
217k,,drop,,#VALUE!,,1 post reach,citation index,КАШИН60 106 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 432.6,#46,60 106
1 432.6,,drop,,#VALUE!,,citation index,КАШИН60 106 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#46,60 106,25.7k
#46,,drop,,#VALUE!,,КАШИН60 106 subscribersPolitics,subscribers,1 post reach
КАШИН60 106 subscribersPolitics,https://tgstat.ru/en/channel/@kashinguru/stat,https://tgstat.ru/en/channel/,kashinguru/stat,kashinguru,stat,60 106,25.7k,1 413.2
60 106,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,25.7k,1 413.2,#47
25.7k,,drop,,#VALUE!,,1 post reach,citation index,ГАСПАРЯН212 101 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 413.2,#47,212 101
1 413.2,,drop,,#VALUE!,,citation index,ГАСПАРЯН212 101 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#47,212 101,95.7k
#47,,drop,,#VALUE!,,ГАСПАРЯН212 101 subscribersPolitics,subscribers,1 post reach
ГАСПАРЯН212 101 subscribersPolitics,https://tgstat.ru/en/channel/@ASGasparyan/stat,https://tgstat.ru/en/channel/,ASGasparyan/stat,ASGasparyan,stat,212 101,95.7k,1 362.3
212 101,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,95.7k,1 362.3,#48
95.7k,,drop,,#VALUE!,,1 post reach,citation index,Навальный244 637 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 362.3,#48,244 637
1 362.3,,drop,,#VALUE!,,citation index,Навальный244 637 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#48,244 637,208.9k
#48,,drop,,#VALUE!,,Навальный244 637 subscribersPolitics,subscribers,1 post reach
Навальный244 637 subscribersPolitics,https://tgstat.ru/en/channel/@navalny/stat,https://tgstat.ru/en/channel/,navalny/stat,navalny,stat,244 637,208.9k,1 318.1
244 637,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,208.9k,1 318.1,#49
208.9k,,drop,,#VALUE!,,1 post reach,citation index,Никита Кричевский81 426 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 318.1,#49,81 426
1 318.1,,drop,,#VALUE!,,citation index,Никита Кричевский81 426 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#49,81 426,26.5k
#49,,drop,,#VALUE!,,Никита Кричевский81 426 subscribersPolitics,subscribers,1 post reach
Никита Кричевский81 426 subscribersPolitics,https://tgstat.ru/en/channel/@antiskrepa/stat,https://tgstat.ru/en/channel/,antiskrepa/stat,antiskrepa,stat,81 426,26.5k,1 314.1
81 426,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,26.5k,1 314.1,#50
26.5k,,drop,,#VALUE!,,1 post reach,citation index,МАРДАН192 550 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 314.1,#50,192 550
1 314.1,,drop,,#VALUE!,,citation index,МАРДАН192 550 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#50,192 550,106.3k
#50,,drop,,#VALUE!,,МАРДАН192 550 subscribersPolitics,subscribers,1 post reach
МАРДАН192 550 subscribersPolitics,https://tgstat.ru/en/channel/@mardanaka/stat,https://tgstat.ru/en/channel/,mardanaka/stat,mardanaka,stat,192 550,106.3k,1 313.3
192 550,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,106.3k,1 313.3,#51
106.3k,,drop,,#VALUE!,,1 post reach,citation index,АНТОН ВЯЧЕСЛАВОВИЧ188 243 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 313.3,#51,188 243
1 313.3,,drop,,#VALUE!,,citation index,АНТОН ВЯЧЕСЛАВОВИЧ188 243 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#51,188 243,255.4k
#51,,drop,,#VALUE!,,АНТОН ВЯЧЕСЛАВОВИЧ188 243 subscribersPolitics,subscribers,1 post reach
АНТОН ВЯЧЕСЛАВОВИЧ188 243 subscribersPolitics,https://tgstat.ru/en/channel/@krasovkin/stat,https://tgstat.ru/en/channel/,krasovkin/stat,krasovkin,stat,188 243,255.4k,1 307.2
188 243,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,255.4k,1 307.2,#52
255.4k,,drop,,#VALUE!,,1 post reach,citation index,Катарсис233 903 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 307.2,#52,233 903
1 307.2,,drop,,#VALUE!,,citation index,Катарсис233 903 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#52,233 903,43k
#52,,drop,,#VALUE!,,Катарсис233 903 subscribersPolitics,subscribers,1 post reach
Катарсис233 903 subscribersPolitics,https://tgstat.ru/en/channel/@ctrs2018/stat,https://tgstat.ru/en/channel/,ctrs2018/stat,ctrs2018,stat,233 903,43k,1 307.0
233 903,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,43k,1 307.0,#53
43k,,drop,,#VALUE!,,1 post reach,citation index,Единая Россия. Официально34 983 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 307.0,#53,34 983
1 307.0,,drop,,#VALUE!,,citation index,Единая Россия. Официально34 983 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#53,34 983,27.9k
#53,,drop,,#VALUE!,,Единая Россия. Официально34 983 subscribersPolitics,subscribers,1 post reach
Единая Россия. Официально34 983 subscribersPolitics,https://tgstat.ru/en/channel/@er_molnia/stat,https://tgstat.ru/en/channel/,er_molnia/stat,er_molnia,stat,34 983,27.9k,1 274.2
34 983,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,27.9k,1 274.2,#54
27.9k,,drop,,#VALUE!,,1 post reach,citation index,КАРНАУХОВ131 715 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 274.2,#54,131 715
1 274.2,,drop,,#VALUE!,,citation index,КАРНАУХОВ131 715 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#54,131 715,46.8k
#54,,drop,,#VALUE!,,КАРНАУХОВ131 715 subscribersPolitics,subscribers,1 post reach
КАРНАУХОВ131 715 subscribersPolitics,https://tgstat.ru/en/channel/@sskarnaukhov/stat,https://tgstat.ru/en/channel/,sskarnaukhov/stat,sskarnaukhov,stat,131 715,46.8k,1 237.0
131 715,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,46.8k,1 237.0,#55
46.8k,,drop,,#VALUE!,,1 post reach,citation index,Главный политический77 739 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 237.0,#55,77 739
1 237.0,,drop,,#VALUE!,,citation index,Главный политический77 739 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#55,77 739,41.9k
#55,,drop,,#VALUE!,,Главный политический77 739 subscribersPolitics,subscribers,1 post reach
Главный политический77 739 subscribersPolitics,https://tgstat.ru/en/channel/@glavpolit/stat,https://tgstat.ru/en/channel/,glavpolit/stat,glavpolit,stat,77 739,41.9k,1 210.8
77 739,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,41.9k,1 210.8,#56
41.9k,,drop,,#VALUE!,,1 post reach,citation index,ТРОЙКА 🏴‍☠️200 782 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 210.8,#56,200 782
1 210.8,,drop,,#VALUE!,,citation index,ТРОЙКА 🏴‍☠️200 782 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#56,200 782,109.9k
#56,,drop,,#VALUE!,,ТРОЙКА 🏴‍☠️200 782 subscribersPolitics,subscribers,1 post reach
ТРОЙКА 🏴‍☠️200 782 subscribersPolitics,https://tgstat.ru/en/channel/@rustroyka1945/stat,https://tgstat.ru/en/channel/,rustroyka1945/stat,rustroyka1945,stat,200 782,109.9k,1 210.8
200 782,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,109.9k,1 210.8,#57
109.9k,,drop,,#VALUE!,,1 post reach,citation index,Многонационал77 714 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 210.8,#57,77 714
1 210.8,,drop,,#VALUE!,,citation index,Многонационал77 714 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#57,77 714,60k
#57,,drop,,#VALUE!,,Многонационал77 714 subscribersPolitics,subscribers,1 post reach
Многонационал77 714 subscribersPolitics,https://tgstat.ru/en/channel/@mnogonazi/stat,https://tgstat.ru/en/channel/,mnogonazi/stat,mnogonazi,stat,77 714,60k,1 187.5
77 714,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,60k,1 187.5,#58
60k,,drop,,#VALUE!,,1 post reach,citation index,Шулика28 830 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 187.5,#58,28 830
1 187.5,,drop,,#VALUE!,,citation index,Шулика28 830 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#58,28 830,5.6k
#58,,drop,,#VALUE!,,Шулика28 830 subscribersPolitics,subscribers,1 post reach
Шулика28 830 subscribersPolitics,https://tgstat.ru/en/channel/@kshulika/stat,https://tgstat.ru/en/channel/,kshulika/stat,kshulika,stat,28 830,5.6k,1 177.3
28 830,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,5.6k,1 177.3,#59
5.6k,,drop,,#VALUE!,,1 post reach,citation index,МЕРКУРИ76 646 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 177.3,#59,76 646
1 177.3,,drop,,#VALUE!,,citation index,МЕРКУРИ76 646 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#59,76 646,75k
#59,,drop,,#VALUE!,,МЕРКУРИ76 646 subscribersPolitics,subscribers,1 post reach
МЕРКУРИ76 646 subscribersPolitics,https://tgstat.ru/en/channel/@imerkouri/stat,https://tgstat.ru/en/channel/,imerkouri/stat,imerkouri,stat,76 646,75k,1 163.9
76 646,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,75k,1 163.9,#60
75k,,drop,,#VALUE!,,1 post reach,citation index,Александр Хинштейн54 174 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 163.9,#60,54 174
1 163.9,,drop,,#VALUE!,,citation index,Александр Хинштейн54 174 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#60,54 174,80.7k
#60,,drop,,#VALUE!,,Александр Хинштейн54 174 subscribersPolitics,subscribers,1 post reach
Александр Хинштейн54 174 subscribersPolitics,https://tgstat.ru/en/channel/@Hinshtein/stat,https://tgstat.ru/en/channel/,Hinshtein/stat,Hinshtein,stat,54 174,80.7k,1 162.2
54 174,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,80.7k,1 162.2,#61
80.7k,,drop,,#VALUE!,,1 post reach,citation index,Протесты в мире95 521 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 162.2,#61,95 521
1 162.2,,drop,,#VALUE!,,citation index,Протесты в мире95 521 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#61,95 521,42.9k
#61,,drop,,#VALUE!,,Протесты в мире95 521 subscribersPolitics,subscribers,1 post reach
Протесты в мире95 521 subscribersPolitics,https://tgstat.ru/en/channel/@worldprotest/stat,https://tgstat.ru/en/channel/,worldprotest/stat,worldprotest,stat,95 521,42.9k,1 129.4
95 521,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,42.9k,1 129.4,#62
42.9k,,drop,,#VALUE!,,1 post reach,citation index,ПОСТПРАВДА28 383 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 129.4,#62,28 383
1 129.4,,drop,,#VALUE!,,citation index,ПОСТПРАВДА28 383 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#62,28 383,26k
#62,,drop,,#VALUE!,,ПОСТПРАВДА28 383 subscribersPolitics,subscribers,1 post reach
ПОСТПРАВДА28 383 subscribersPolitics,https://tgstat.ru/en/channel/@postposttruth/stat,https://tgstat.ru/en/channel/,postposttruth/stat,postposttruth,stat,28 383,26k,1 128.3
28 383,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,26k,1 128.3,#63
26k,,drop,,#VALUE!,,1 post reach,citation index,Мейстер207 714 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 128.3,#63,207 714
1 128.3,,drop,,#VALUE!,,citation index,Мейстер207 714 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#63,207 714,90.3k
#63,,drop,,#VALUE!,,Мейстер207 714 subscribersPolitics,subscribers,1 post reach
Мейстер207 714 subscribersPolitics,https://tgstat.ru/en/channel/@maester/stat,https://tgstat.ru/en/channel/,maester/stat,maester,stat,207 714,90.3k,1 124.1
207 714,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,90.3k,1 124.1,#64
90.3k,,drop,,#VALUE!,,1 post reach,citation index,Постовой46 830 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 124.1,#64,46 830
1 124.1,,drop,,#VALUE!,,citation index,Постовой46 830 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#64,46 830,14.8k
#64,,drop,,#VALUE!,,Постовой46 830 subscribersPolitics,subscribers,1 post reach
Постовой46 830 subscribersPolitics,https://tgstat.ru/en/channel/@Postovo/stat,https://tgstat.ru/en/channel/,Postovo/stat,Postovo,stat,46 830,14.8k,1 103.7
46 830,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,14.8k,1 103.7,#65
14.8k,,drop,,#VALUE!,,1 post reach,citation index,Максим Кононенко 🇷🇺20 273 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 103.7,#65,20 273
1 103.7,,drop,,#VALUE!,,citation index,Максим Кононенко 🇷🇺20 273 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#65,20 273,9.6k
#65,,drop,,#VALUE!,,Максим Кононенко 🇷🇺20 273 subscribersPolitics,subscribers,1 post reach
Максим Кононенко 🇷🇺20 273 subscribersPolitics,https://tgstat.ru/en/channel/@kononenkome/stat,https://tgstat.ru/en/channel/,kononenkome/stat,kononenkome,stat,20 273,9.6k,1 079.1
20 273,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,9.6k,1 079.1,#66
9.6k,,drop,,#VALUE!,,1 post reach,citation index,Темник162 021 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 079.1,#66,162 021
1 079.1,,drop,,#VALUE!,,citation index,Темник162 021 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#66,162 021,45.8k
#66,,drop,,#VALUE!,,Темник162 021 subscribersPolitics,subscribers,1 post reach
Темник162 021 subscribersPolitics,https://tgstat.ru/en/channel/@polittemnik/stat,https://tgstat.ru/en/channel/,polittemnik/stat,polittemnik,stat,162 021,45.8k,1 047.7
162 021,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,45.8k,1 047.7,#67
45.8k,,drop,,#VALUE!,,1 post reach,citation index,338114 179 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 047.7,#67,114 179
1 047.7,,drop,,#VALUE!,,citation index,338114 179 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#67,114 179,13.5k
#67,,drop,,#VALUE!,,338114 179 subscribersPolitics,subscribers,1 post reach
338114 179 subscribersPolitics,https://tgstat.ru/en/channel/@go338/stat,https://tgstat.ru/en/channel/,go338/stat,go338,stat,114 179,13.5k,1 045.6
114 179,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,13.5k,1 045.6,#68
13.5k,,drop,,#VALUE!,,1 post reach,citation index,Компромат ГРУПП120 732 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 045.6,#68,120 732
1 045.6,,drop,,#VALUE!,,citation index,Компромат ГРУПП120 732 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#68,120 732,48.8k
#68,,drop,,#VALUE!,,Компромат ГРУПП120 732 subscribersPolitics,subscribers,1 post reach
Компромат ГРУПП120 732 subscribersPolitics,https://tgstat.ru/en/channel/@criminalru/stat,https://tgstat.ru/en/channel/,criminalru/stat,criminalru,stat,120 732,48.8k,1 042.5
120 732,,drop,,#VALUE!,,subscribers,1 post reach,citation index
subscribers,,drop,,#VALUE!,,48.8k,1 042.5,#69
48.8k,,drop,,#VALUE!,,1 post reach,citation index,Акценты53 727 subscribersPolitics
1 post reach,,drop,,#VALUE!,,1 042.5,#69,53 727
1 042.5,,drop,,#VALUE!,,citation index,Акценты53 727 subscribersPolitics,subscribers
citation index,,drop,,#VALUE!,,#69,53 727,21.8k
#69,,drop,,#VALUE!,,Акценты53 727 subscribersPolitics,subscribers,1 post reach
Акценты53 727 subscribersPolitics,https://tgstat.ru/en/channel/@emphasises/stat,https://tgstat.ru/en/channel/,emphasises/stat,emphasises,stat,53 727,21.8k,1 030.5
